Evaluation Metrics for Each Sample
======================================================================================================================
Sample       | a1           | a2           | a3           | abs_rel      | sq_rel       | rmse         | log_10       | rmse_log     | silog       
30           | 0.9915       | 1.0000       | 1.0000       | 0.0425       | 0.0052       | 0.0881       | 0.0180       | 0.0574       | 5.6013      
31           | 0.8526       | 0.9982       | 1.0000       | 0.1489       | 0.0476       | 0.2961       | 0.0656       | 0.1721       | 16.0803     
32           | 0.9589       | 1.0000       | 1.0000       | 0.0821       | 0.0217       | 0.2255       | 0.0351       | 0.1015       | 10.1459     
33           | 0.9857       | 1.0000       | 1.0000       | 0.0768       | 0.0132       | 0.1330       | 0.0317       | 0.0967       | 7.3359      
34           | 0.8051       | 0.9977       | 0.9991       | 0.1882       | 0.0681       | 0.3518       | 0.0741       | 0.1890       | 11.5950     
35           | 0.9003       | 0.9854       | 0.9976       | 0.1333       | 0.0692       | 0.5348       | 0.0576       | 0.1604       | 15.0081     
36           | 0.0118       | 0.9190       | 0.9998       | 0.2868       | 0.1892       | 0.6663       | 0.1477       | 0.3464       | 6.5740      
37           | 0.9343       | 0.9991       | 0.9998       | 0.0862       | 0.0276       | 0.2603       | 0.0375       | 0.1120       | 10.9423     
38           | 0.7659       | 0.8801       | 1.0000       | 0.1876       | 0.0770       | 0.3176       | 0.0688       | 0.2275       | 17.5957     
39           | 0.9934       | 0.9990       | 0.9999       | 0.0790       | 0.0143       | 0.1563       | 0.0334       | 0.0929       | 8.3662      
40           | 0.8018       | 0.9995       | 1.0000       | 0.1533       | 0.0482       | 0.2911       | 0.0625       | 0.1700       | 13.4624     
41           | 0.9656       | 1.0000       | 1.0000       | 0.0997       | 0.0210       | 0.1937       | 0.0410       | 0.1093       | 8.1373      
42           | 0.5392       | 0.8896       | 0.9903       | 0.3180       | 0.2064       | 0.5620       | 0.1150       | 0.3020       | 14.6493     
43           | 0.8230       | 0.9982       | 0.9999       | 0.1166       | 0.0358       | 0.2261       | 0.0458       | 0.1457       | 11.0529     
44           | 0.9985       | 1.0000       | 1.0000       | 0.0534       | 0.0103       | 0.1636       | 0.0228       | 0.0635       | 5.7545      
45           | 0.9728       | 0.9952       | 0.9970       | 0.0734       | 0.0268       | 0.2411       | 0.0326       | 0.1101       | 9.8424      
46           | 0.8887       | 0.9445       | 0.9995       | 0.1244       | 0.0430       | 0.2121       | 0.0471       | 0.1678       | 13.2301     
47           | 0.8304       | 0.9999       | 1.0000       | 0.1469       | 0.0388       | 0.2314       | 0.0578       | 0.1612       | 10.2296     
48           | 0.4547       | 0.9872       | 0.9999       | 0.2181       | 0.1173       | 0.5405       | 0.1084       | 0.2640       | 8.5906      
49           | 0.9913       | 0.9999       | 1.0000       | 0.0632       | 0.0200       | 0.2530       | 0.0283       | 0.0869       | 8.1703      
50           | 0.7776       | 0.9844       | 1.0000       | 0.1112       | 0.0390       | 0.2906       | 0.0531       | 0.1592       | 12.2048     
51           | 0.9408       | 0.9994       | 1.0000       | 0.0617       | 0.0230       | 0.2369       | 0.0265       | 0.0992       | 9.8592      
52           | 0.8339       | 0.9989       | 1.0000       | 0.1063       | 0.0468       | 0.3503       | 0.0495       | 0.1506       | 13.5446     
53           | 0.7091       | 0.9932       | 1.0000       | 0.1925       | 0.0795       | 0.4211       | 0.0816       | 0.2058       | 20.3914     
54           | 0.9989       | 1.0000       | 1.0000       | 0.0878       | 0.0155       | 0.1636       | 0.0387       | 0.0992       | 9.3004      
55           | 0.9550       | 0.9980       | 0.9994       | 0.1192       | 0.0356       | 0.2688       | 0.0530       | 0.1355       | 12.0703     
56           | 0.2706       | 0.8034       | 0.8354       | 0.4365       | 0.2998       | 0.5470       | 0.1464       | 0.3991       | 21.4124     
57           | 0.9372       | 0.9968       | 1.0000       | 0.0838       | 0.0326       | 0.3124       | 0.0379       | 0.1183       | 11.4830     
58           | 0.8827       | 0.9998       | 1.0000       | 0.1070       | 0.0280       | 0.2325       | 0.0474       | 0.1317       | 13.0572     
59           | 0.9878       | 1.0000       | 1.0000       | 0.0613       | 0.0121       | 0.1607       | 0.0267       | 0.0782       | 7.4849      
60           | 0.9641       | 0.9996       | 1.0000       | 0.0947       | 0.0231       | 0.2064       | 0.0417       | 0.1162       | 11.3216     
61           | 0.9715       | 1.0000       | 1.0000       | 0.0651       | 0.0175       | 0.2098       | 0.0293       | 0.0902       | 8.4163      
62           | 0.9737       | 0.9999       | 1.0000       | 0.0833       | 0.0206       | 0.2047       | 0.0352       | 0.0994       | 9.7401      
63           | 0.8972       | 0.9985       | 1.0000       | 0.0887       | 0.0253       | 0.2188       | 0.0410       | 0.1307       | 12.1137     
64           | 0.9422       | 1.0000       | 1.0000       | 0.0769       | 0.0177       | 0.1770       | 0.0353       | 0.1091       | 9.2252      
65           | 0.9986       | 1.0000       | 1.0000       | 0.0396       | 0.0055       | 0.1087       | 0.0176       | 0.0526       | 4.6533      
66           | 0.9904       | 1.0000       | 1.0000       | 0.0945       | 0.0351       | 0.3344       | 0.0419       | 0.1129       | 11.0588     
67           | 0.9614       | 0.9990       | 1.0000       | 0.0552       | 0.0197       | 0.2254       | 0.0228       | 0.0815       | 7.0072      
68           | 0.8816       | 0.9963       | 1.0000       | 0.1104       | 0.0350       | 0.2368       | 0.0446       | 0.1354       | 12.0121     
69           | 0.9793       | 1.0000       | 1.0000       | 0.1064       | 0.0319       | 0.2859       | 0.0494       | 0.1235       | 5.0877      
70           | 0.8872       | 0.9992       | 0.9999       | 0.0735       | 0.0505       | 0.5227       | 0.0329       | 0.1120       | 11.1952     
71           | 0.8946       | 0.9963       | 0.9999       | 0.1107       | 0.0813       | 0.6689       | 0.0486       | 0.1421       | 14.0544     
72           | 0.7402       | 0.9976       | 1.0000       | 0.1281       | 0.1276       | 0.7980       | 0.0618       | 0.1920       | 16.1534     
73           | 0.7614       | 0.9886       | 0.9983       | 0.1583       | 0.1077       | 0.6528       | 0.0743       | 0.1905       | 10.8918     
74           | 0.7830       | 0.9993       | 1.0000       | 0.1144       | 0.0350       | 0.2111       | 0.0446       | 0.1523       | 13.5517     
75           | 0.9752       | 1.0000       | 1.0000       | 0.1127       | 0.0268       | 0.2216       | 0.0479       | 0.1213       | 11.6428     
76           | 0.9973       | 0.9996       | 0.9999       | 0.0762       | 0.0174       | 0.1910       | 0.0318       | 0.0882       | 7.4063      
77           | 0.9863       | 0.9993       | 0.9998       | 0.0590       | 0.0104       | 0.1468       | 0.0259       | 0.0769       | 7.6457      
78           | 0.9792       | 0.9997       | 1.0000       | 0.0709       | 0.0145       | 0.1605       | 0.0299       | 0.0888       | 8.8349      
79           | 0.9942       | 0.9990       | 1.0000       | 0.0787       | 0.0130       | 0.1482       | 0.0354       | 0.0928       | 6.5189      
80           | 0.9653       | 0.9816       | 1.0000       | 0.0665       | 0.0212       | 0.1995       | 0.0279       | 0.1075       | 10.7192     
81           | 0.8659       | 0.9870       | 0.9930       | 0.1771       | 0.1082       | 0.5266       | 0.0711       | 0.1879       | 14.6246     
82           | 0.9684       | 1.0000       | 1.0000       | 0.1101       | 0.0236       | 0.1894       | 0.0447       | 0.1175       | 6.0865      
83           | 0.9996       | 1.0000       | 1.0000       | 0.0480       | 0.0070       | 0.1151       | 0.0204       | 0.0589       | 5.3706      
84           | 0.7807       | 0.9976       | 1.0000       | 0.1881       | 0.0680       | 0.3547       | 0.0738       | 0.1846       | 7.4632      
85           | 0.9454       | 0.9995       | 1.0000       | 0.1194       | 0.0380       | 0.2850       | 0.0481       | 0.1275       | 6.6617      
86           | 0.9305       | 1.0000       | 1.0000       | 0.0985       | 0.0236       | 0.1846       | 0.0410       | 0.1207       | 11.7460     
87           | 0.9997       | 1.0000       | 1.0000       | 0.0906       | 0.0230       | 0.2152       | 0.0414       | 0.1148       | 9.4889      
88           | 0.9044       | 0.9999       | 1.0000       | 0.0935       | 0.0292       | 0.2591       | 0.0434       | 0.1262       | 10.5665     
89           | 0.9842       | 0.9978       | 0.9986       | 0.0830       | 0.0290       | 0.2834       | 0.0371       | 0.1093       | 9.2459      
90           | 0.9878       | 0.9996       | 1.0000       | 0.0674       | 0.0229       | 0.2954       | 0.0287       | 0.0826       | 8.1760      
91           | 0.8743       | 0.9999       | 1.0000       | 0.1097       | 0.0364       | 0.2577       | 0.0435       | 0.1369       | 10.9867     
92           | 0.9864       | 0.9999       | 1.0000       | 0.0916       | 0.0295       | 0.3016       | 0.0409       | 0.1098       | 10.3145     
93           | 0.9415       | 0.9999       | 1.0000       | 0.0834       | 0.0225       | 0.2384       | 0.0383       | 0.1098       | 8.5648      
94           | 0.8686       | 0.9651       | 1.0000       | 0.1093       | 0.0529       | 0.3759       | 0.0531       | 0.1752       | 14.4658     
95           | 0.9964       | 0.9999       | 1.0000       | 0.0790       | 0.0179       | 0.2089       | 0.0341       | 0.0915       | 9.1414      
96           | 0.9820       | 1.0000       | 1.0000       | 0.0605       | 0.0152       | 0.2096       | 0.0267       | 0.0761       | 7.5626      
97           | 0.9067       | 0.9949       | 1.0000       | 0.0848       | 0.0229       | 0.2122       | 0.0350       | 0.1122       | 10.7913     
98           | 0.9936       | 1.0000       | 1.0000       | 0.0530       | 0.0075       | 0.1125       | 0.0229       | 0.0673       | 6.7290      
99           | 0.9231       | 0.9971       | 1.0000       | 0.0724       | 0.0311       | 0.2958       | 0.0330       | 0.1179       | 10.8803     
100          | 0.7566       | 0.9996       | 1.0000       | 0.1275       | 0.0523       | 0.3027       | 0.0497       | 0.1558       | 10.8380     
101          | 0.9962       | 0.9998       | 1.0000       | 0.1017       | 0.0402       | 0.3880       | 0.0470       | 0.1164       | 4.4243      
102          | 0.8134       | 0.9998       | 1.0000       | 0.1411       | 0.0588       | 0.3628       | 0.0627       | 0.1774       | 17.6173     
103          | 0.9973       | 1.0000       | 1.0000       | 0.0634       | 0.0099       | 0.1278       | 0.0266       | 0.0764       | 7.0391      
104          | 0.8739       | 0.9003       | 0.9410       | 0.1476       | 0.1262       | 0.5581       | 0.0554       | 0.2371       | 23.7134     
105          | 0.8843       | 0.9870       | 0.9999       | 0.0938       | 0.0387       | 0.2694       | 0.0377       | 0.1304       | 12.4962     
106          | 0.6312       | 0.7590       | 0.9654       | 0.2798       | 0.2334       | 0.5939       | 0.0979       | 0.3115       | 25.3953     
107          | 0.9367       | 1.0000       | 1.0000       | 0.1249       | 0.0356       | 0.2683       | 0.0502       | 0.1342       | 7.9169      
108          | 0.8991       | 0.9990       | 0.9999       | 0.1381       | 0.0487       | 0.3219       | 0.0579       | 0.1534       | 14.5501     
109          | 0.9383       | 1.0000       | 1.0000       | 0.0813       | 0.0288       | 0.2766       | 0.0340       | 0.1011       | 9.1201      
110          | 0.9031       | 0.9999       | 1.0000       | 0.1131       | 0.0495       | 0.3817       | 0.0527       | 0.1462       | 11.4555     
111          | 0.9959       | 1.0000       | 1.0000       | 0.0444       | 0.0084       | 0.1426       | 0.0192       | 0.0606       | 5.9712      
112          | 0.9803       | 0.9998       | 1.0000       | 0.0966       | 0.0373       | 0.3568       | 0.0445       | 0.1139       | 5.6778      
113          | 0.9188       | 0.9994       | 1.0000       | 0.1016       | 0.0422       | 0.3551       | 0.0474       | 0.1310       | 8.1039      
114          | 0.7663       | 0.9999       | 1.0000       | 0.1331       | 0.0566       | 0.3725       | 0.0637       | 0.1716       | 8.9391      
115          | 0.9994       | 1.0000       | 1.0000       | 0.0836       | 0.0298       | 0.2992       | 0.0384       | 0.1088       | 8.9235      
116          | 0.8427       | 0.9987       | 1.0000       | 0.1001       | 0.0403       | 0.3163       | 0.0477       | 0.1451       | 9.9498      
117          | 0.9657       | 1.0000       | 1.0000       | 0.1072       | 0.0378       | 0.3178       | 0.0501       | 0.1311       | 6.6837      
118          | 0.9887       | 1.0000       | 1.0000       | 0.1153       | 0.0368       | 0.3141       | 0.0535       | 0.1279       | 3.6475      
119          | 0.9611       | 0.9999       | 1.0000       | 0.0603       | 0.0195       | 0.2505       | 0.0273       | 0.0866       | 8.0493      
120          | 0.9938       | 0.9955       | 0.9992       | 0.0958       | 0.0256       | 0.2312       | 0.0390       | 0.1071       | 6.4276      
121          | 0.8149       | 0.9989       | 1.0000       | 0.1558       | 0.1128       | 0.7220       | 0.0747       | 0.1867       | 7.2640      
122          | 0.8396       | 0.9998       | 1.0000       | 0.1122       | 0.0721       | 0.5676       | 0.0528       | 0.1443       | 8.7174      
123          | 0.9006       | 0.9837       | 0.9930       | 0.0885       | 0.0610       | 0.5038       | 0.0381       | 0.1377       | 13.2153     
124          | 0.9636       | 0.9985       | 0.9991       | 0.0827       | 0.0253       | 0.2719       | 0.0361       | 0.1028       | 9.6580      
125          | 0.9985       | 0.9992       | 0.9994       | 0.0509       | 0.0121       | 0.1895       | 0.0225       | 0.0697       | 6.9571      
126          | 0.9050       | 0.9937       | 1.0000       | 0.1576       | 0.0461       | 0.2596       | 0.0624       | 0.1611       | 7.5495      
127          | 0.9887       | 0.9999       | 1.0000       | 0.1042       | 0.0378       | 0.3405       | 0.0477       | 0.1232       | 8.8873      
128          | 0.8954       | 1.0000       | 1.0000       | 0.0879       | 0.0423       | 0.3688       | 0.0415       | 0.1301       | 8.9964      
129          | 0.9895       | 1.0000       | 1.0000       | 0.0575       | 0.0095       | 0.1391       | 0.0240       | 0.0692       | 5.2990      
130          | 0.9935       | 1.0000       | 1.0000       | 0.0558       | 0.0094       | 0.1454       | 0.0251       | 0.0694       | 4.9167      
131          | 0.9828       | 1.0000       | 1.0000       | 0.0660       | 0.0239       | 0.2973       | 0.0303       | 0.0890       | 6.2421      
132          | 0.9939       | 0.9997       | 0.9999       | 0.0524       | 0.0123       | 0.1876       | 0.0233       | 0.0716       | 6.7872      
133          | 0.9654       | 0.9999       | 1.0000       | 0.0960       | 0.0485       | 0.4417       | 0.0448       | 0.1240       | 7.2187      
134          | 0.9927       | 0.9979       | 1.0000       | 0.0907       | 0.0373       | 0.3673       | 0.0411       | 0.1102       | 8.6513      
135          | 0.8962       | 0.9910       | 0.9982       | 0.0915       | 0.0345       | 0.2601       | 0.0368       | 0.1287       | 12.7341     
136          | 1.0000       | 1.0000       | 1.0000       | 0.0375       | 0.0063       | 0.1355       | 0.0166       | 0.0486       | 4.3252      
137          | 0.9983       | 1.0000       | 1.0000       | 0.0466       | 0.0123       | 0.1953       | 0.0210       | 0.0667       | 5.5696      
138          | 0.9721       | 0.9999       | 1.0000       | 0.0438       | 0.0085       | 0.1256       | 0.0184       | 0.0657       | 6.2873      
139          | 0.9243       | 1.0000       | 1.0000       | 0.1148       | 0.0284       | 0.2115       | 0.0462       | 0.1271       | 7.5226      
140          | 1.0000       | 1.0000       | 1.0000       | 0.0358       | 0.0069       | 0.1670       | 0.0159       | 0.0437       | 3.6281      
141          | 0.9973       | 0.9999       | 1.0000       | 0.0450       | 0.0099       | 0.1724       | 0.0201       | 0.0631       | 5.5693      
142          | 0.8342       | 1.0000       | 1.0000       | 0.1158       | 0.0547       | 0.4180       | 0.0550       | 0.1560       | 10.4741     
143          | 0.9308       | 0.9626       | 1.0000       | 0.0789       | 0.0352       | 0.2924       | 0.0380       | 0.1481       | 13.5567     
144          | 0.8913       | 0.9990       | 1.0000       | 0.1026       | 0.0397       | 0.3274       | 0.0482       | 0.1395       | 10.2779     
145          | 0.3733       | 0.9985       | 1.0000       | 0.2159       | 0.1452       | 0.6695       | 0.1064       | 0.2517       | 5.7964      
146          | 0.3955       | 0.9995       | 1.0000       | 0.2083       | 0.1674       | 0.7896       | 0.1027       | 0.2485       | 7.6157      
147          | 0.5453       | 1.0000       | 1.0000       | 0.1974       | 0.1418       | 0.7062       | 0.0966       | 0.2342       | 7.3067      
148          | 0.9130       | 0.9199       | 0.9534       | 0.1395       | 0.1105       | 0.4490       | 0.0492       | 0.2136       | 19.3666     
149          | 0.9936       | 0.9976       | 1.0000       | 0.0608       | 0.0197       | 0.2539       | 0.0253       | 0.0752       | 6.3252      
150          | 0.8555       | 0.9942       | 1.0000       | 0.1532       | 0.0885       | 0.5467       | 0.0613       | 0.1618       | 9.5500      
151          | 0.9317       | 1.0000       | 1.0000       | 0.0973       | 0.0436       | 0.3620       | 0.0458       | 0.1341       | 9.3154      
152          | 0.9421       | 0.9966       | 0.9995       | 0.0605       | 0.0162       | 0.1653       | 0.0251       | 0.0951       | 9.4840      
153          | 0.9849       | 0.9999       | 1.0000       | 0.0560       | 0.0157       | 0.2487       | 0.0245       | 0.0738       | 7.3625      
154          | 0.9283       | 1.0000       | 1.0000       | 0.0976       | 0.0298       | 0.2448       | 0.0393       | 0.1204       | 9.6143      
155          | 0.9670       | 0.9978       | 0.9993       | 0.0732       | 0.0289       | 0.3105       | 0.0313       | 0.0993       | 9.7236      
156          | 0.9436       | 0.9925       | 0.9994       | 0.0829       | 0.0374       | 0.3447       | 0.0364       | 0.1159       | 11.4601     
157          | 0.8951       | 0.9947       | 0.9977       | 0.1705       | 0.0793       | 0.4361       | 0.0675       | 0.1697       | 8.0451      
158          | 0.9827       | 0.9997       | 1.0000       | 0.0902       | 0.0268       | 0.2695       | 0.0379       | 0.1012       | 8.6258      
159          | 0.3013       | 0.9294       | 0.9967       | 0.2397       | 0.2205       | 0.8842       | 0.1212       | 0.3047       | 16.5102     
160          | 0.7803       | 0.9733       | 0.9999       | 0.1361       | 0.1089       | 0.6725       | 0.0658       | 0.1917       | 14.3393     
161          | 0.9366       | 0.9707       | 0.9969       | 0.1075       | 0.0609       | 0.4685       | 0.0469       | 0.1466       | 13.8770     
162          | 0.9392       | 0.9857       | 0.9978       | 0.0751       | 0.0290       | 0.2825       | 0.0321       | 0.1192       | 11.4839     
163          | 1.0000       | 1.0000       | 1.0000       | 0.0459       | 0.0070       | 0.1271       | 0.0193       | 0.0533       | 3.5112      
164          | 0.9997       | 1.0000       | 1.0000       | 0.0541       | 0.0099       | 0.1512       | 0.0227       | 0.0638       | 4.2802      
165          | 0.8465       | 0.9994       | 1.0000       | 0.1487       | 0.0531       | 0.3226       | 0.0594       | 0.1591       | 10.6753     
166          | 0.4685       | 0.9772       | 1.0000       | 0.2031       | 0.1385       | 0.6574       | 0.1001       | 0.2454       | 8.5906      
167          | 0.5774       | 0.7148       | 0.9905       | 0.3086       | 0.1994       | 0.5021       | 0.1062       | 0.3278       | 22.1452     
168          | 0.9857       | 0.9939       | 0.9939       | 0.0621       | 0.0323       | 0.3306       | 0.0261       | 0.1031       | 10.1056     
169          | 0.9988       | 1.0000       | 1.0000       | 0.0549       | 0.0123       | 0.1941       | 0.0240       | 0.0667       | 6.6618      
170          | 0.9988       | 1.0000       | 1.0000       | 0.0575       | 0.0125       | 0.1837       | 0.0261       | 0.0754       | 4.8372      
171          | 0.9897       | 0.9998       | 1.0000       | 0.0731       | 0.0176       | 0.2093       | 0.0335       | 0.0909       | 5.0453      
172          | 0.9960       | 1.0000       | 1.0000       | 0.0428       | 0.0080       | 0.1410       | 0.0182       | 0.0572       | 5.5465      
173          | 0.9987       | 1.0000       | 1.0000       | 0.0506       | 0.0122       | 0.1975       | 0.0219       | 0.0638       | 6.3806      
174          | 0.8893       | 0.9571       | 0.9963       | 0.1242       | 0.0529       | 0.3120       | 0.0486       | 0.1681       | 16.0164     
175          | 0.9679       | 0.9967       | 0.9983       | 0.0686       | 0.0241       | 0.2275       | 0.0280       | 0.0982       | 9.0211      
176          | 0.8709       | 0.9855       | 0.9891       | 0.1827       | 0.1049       | 0.5601       | 0.0752       | 0.1978       | 15.6056     
177          | 0.9933       | 1.0000       | 1.0000       | 0.0785       | 0.0299       | 0.3187       | 0.0355       | 0.0994       | 8.4742      
178          | 0.9805       | 0.9982       | 0.9990       | 0.0930       | 0.0468       | 0.3581       | 0.0383       | 0.1150       | 10.6139     
179          | 0.9960       | 0.9999       | 1.0000       | 0.0634       | 0.0209       | 0.2779       | 0.0271       | 0.0777       | 7.2309      
180          | 0.9944       | 1.0000       | 1.0000       | 0.0515       | 0.0095       | 0.1483       | 0.0224       | 0.0662       | 6.4785      
181          | 0.6511       | 0.8715       | 0.9970       | 0.1722       | 0.0923       | 0.4506       | 0.0874       | 0.2598       | 18.2426     
182          | 0.8863       | 0.9941       | 1.0000       | 0.1034       | 0.0332       | 0.2687       | 0.0459       | 0.1407       | 13.6548     
183          | 0.9198       | 0.9948       | 1.0000       | 0.1109       | 0.0492       | 0.4028       | 0.0501       | 0.1411       | 12.9218     
184          | 0.9781       | 0.9995       | 1.0000       | 0.0786       | 0.0187       | 0.2009       | 0.0324       | 0.0940       | 7.3646      
185          | 0.9760       | 0.9999       | 1.0000       | 0.0730       | 0.0205       | 0.2365       | 0.0329       | 0.0966       | 8.4429      
186          | 0.9524       | 0.9991       | 1.0000       | 0.0869       | 0.0260       | 0.2551       | 0.0395       | 0.1112       | 8.5428      
187          | 0.9495       | 0.9966       | 1.0000       | 0.0641       | 0.0303       | 0.3142       | 0.0260       | 0.0939       | 8.5066      
188          | 0.9462       | 1.0000       | 1.0000       | 0.1270       | 0.0407       | 0.2934       | 0.0509       | 0.1358       | 7.3183      
189          | 0.9993       | 1.0000       | 1.0000       | 0.0973       | 0.0179       | 0.1761       | 0.0404       | 0.1040       | 8.6430      
190          | 0.9999       | 1.0000       | 1.0000       | 0.0348       | 0.0053       | 0.1245       | 0.0151       | 0.0436       | 4.3647      
191          | 0.9996       | 1.0000       | 1.0000       | 0.0401       | 0.0075       | 0.1470       | 0.0175       | 0.0527       | 5.2330      
192          | 0.9862       | 0.9993       | 1.0000       | 0.0601       | 0.0158       | 0.2016       | 0.0253       | 0.0795       | 7.3777      
193          | 0.9864       | 0.9999       | 1.0000       | 0.0564       | 0.0147       | 0.2037       | 0.0241       | 0.0775       | 7.6762      
194          | 0.7751       | 0.9997       | 1.0000       | 0.1128       | 0.0514       | 0.3527       | 0.0527       | 0.1674       | 14.6174     
195          | 0.9723       | 0.9998       | 1.0000       | 0.0708       | 0.0200       | 0.2338       | 0.0315       | 0.0932       | 9.1411      
196          | 0.9315       | 0.9993       | 0.9998       | 0.1024       | 0.0360       | 0.3117       | 0.0480       | 0.1325       | 7.4730      
197          | 0.8826       | 0.9990       | 1.0000       | 0.1263       | 0.0465       | 0.3362       | 0.0544       | 0.1464       | 14.2196     
198          | 0.8256       | 1.0000       | 1.0000       | 0.1263       | 0.0574       | 0.4186       | 0.0599       | 0.1576       | 7.9644      
199          | 0.9994       | 1.0000       | 1.0000       | 0.0458       | 0.0124       | 0.2319       | 0.0205       | 0.0565       | 3.7898      
200          | 0.9966       | 1.0000       | 1.0000       | 0.0801       | 0.0177       | 0.1991       | 0.0337       | 0.0923       | 8.6227      
201          | 0.9996       | 1.0000       | 1.0000       | 0.0663       | 0.0199       | 0.2654       | 0.0285       | 0.0771       | 7.4173      
202          | 0.9912       | 1.0000       | 1.0000       | 0.0626       | 0.0095       | 0.1276       | 0.0260       | 0.0729       | 4.4867      
203          | 0.8176       | 0.9992       | 1.0000       | 0.1677       | 0.0570       | 0.3116       | 0.0660       | 0.1713       | 8.2197      
204          | 0.9997       | 1.0000       | 1.0000       | 0.0414       | 0.0077       | 0.1514       | 0.0176       | 0.0500       | 4.0986      
205          | 0.9987       | 1.0000       | 1.0000       | 0.0564       | 0.0109       | 0.1691       | 0.0237       | 0.0653       | 4.4695      
206          | 0.9862       | 1.0000       | 1.0000       | 0.1097       | 0.0364       | 0.2906       | 0.0447       | 0.1181       | 8.0441      
207          | 0.9788       | 0.9998       | 1.0000       | 0.0799       | 0.0283       | 0.3095       | 0.0353       | 0.0982       | 9.5481      
208          | 0.9694       | 0.9938       | 0.9987       | 0.0583       | 0.0137       | 0.1470       | 0.0240       | 0.0902       | 8.7464      
209          | 0.9896       | 1.0000       | 1.0000       | 0.0463       | 0.0116       | 0.2050       | 0.0208       | 0.0626       | 5.1453      
210          | 0.9495       | 0.9996       | 1.0000       | 0.0781       | 0.0293       | 0.3155       | 0.0345       | 0.1043       | 10.2056     
211          | 0.9996       | 1.0000       | 1.0000       | 0.0441       | 0.0068       | 0.1294       | 0.0192       | 0.0563       | 5.6222      
212          | 0.9993       | 1.0000       | 1.0000       | 0.0495       | 0.0092       | 0.1526       | 0.0222       | 0.0640       | 5.5562      
213          | 0.9811       | 1.0000       | 1.0000       | 0.1010       | 0.0270       | 0.2339       | 0.0412       | 0.1083       | 5.5330      
214          | 0.9350       | 0.9749       | 0.9901       | 0.0874       | 0.0315       | 0.2112       | 0.0347       | 0.1376       | 13.5624     
215          | 0.9955       | 0.9989       | 1.0000       | 0.0485       | 0.0132       | 0.2290       | 0.0216       | 0.0634       | 5.3142      
216          | 0.9679       | 0.9954       | 0.9998       | 0.0737       | 0.0382       | 0.3785       | 0.0300       | 0.1018       | 8.9433      
217          | 0.9991       | 0.9997       | 1.0000       | 0.0789       | 0.0194       | 0.2234       | 0.0327       | 0.0847       | 4.1914      
218          | 0.9994       | 1.0000       | 1.0000       | 0.0352       | 0.0044       | 0.1023       | 0.0151       | 0.0439       | 4.2005      
219          | 0.8685       | 1.0000       | 1.0000       | 0.1603       | 0.0502       | 0.2969       | 0.0635       | 0.1630       | 8.1953      
220          | 0.9750       | 0.9996       | 1.0000       | 0.1054       | 0.0598       | 0.5337       | 0.0491       | 0.1279       | 6.2710      
221          | 0.9964       | 1.0000       | 1.0000       | 0.0548       | 0.0120       | 0.1790       | 0.0229       | 0.0644       | 4.7760      
222          | 0.9230       | 1.0000       | 1.0000       | 0.1003       | 0.0190       | 0.1600       | 0.0404       | 0.1175       | 7.5925      
223          | 0.9866       | 1.0000       | 1.0000       | 0.1062       | 0.0299       | 0.2469       | 0.0436       | 0.1141       | 8.1271      
224          | 0.9433       | 0.9876       | 1.0000       | 0.0934       | 0.0261       | 0.2282       | 0.0428       | 0.1281       | 11.9474     
225          | 0.9145       | 0.9999       | 1.0000       | 0.1088       | 0.0324       | 0.2571       | 0.0445       | 0.1238       | 9.1305      
226          | 0.9967       | 1.0000       | 1.0000       | 0.0649       | 0.0150       | 0.1840       | 0.0276       | 0.0815       | 7.6877      
227          | 0.9773       | 0.9999       | 1.0000       | 0.0722       | 0.0129       | 0.1436       | 0.0300       | 0.0853       | 6.7869      
228          | 0.9863       | 1.0000       | 1.0000       | 0.0692       | 0.0146       | 0.1878       | 0.0315       | 0.0852       | 5.4090      
229          | 1.0000       | 1.0000       | 1.0000       | 0.0310       | 0.0033       | 0.0904       | 0.0137       | 0.0385       | 3.0914      
230          | 0.9994       | 1.0000       | 1.0000       | 0.0620       | 0.0091       | 0.1216       | 0.0259       | 0.0728       | 5.6693      
231          | 0.9926       | 0.9999       | 1.0000       | 0.0484       | 0.0120       | 0.2061       | 0.0207       | 0.0595       | 5.3078      
232          | 0.9995       | 1.0000       | 1.0000       | 0.0485       | 0.0123       | 0.2086       | 0.0205       | 0.0585       | 5.2522      
233          | 0.9986       | 1.0000       | 1.0000       | 0.0580       | 0.0101       | 0.1488       | 0.0245       | 0.0676       | 5.6421      
234          | 0.9903       | 0.9995       | 1.0000       | 0.0471       | 0.0112       | 0.1806       | 0.0208       | 0.0633       | 5.5037      
235          | 0.9996       | 1.0000       | 1.0000       | 0.0492       | 0.0091       | 0.1582       | 0.0220       | 0.0623       | 5.0812      
236          | 0.9999       | 1.0000       | 1.0000       | 0.0649       | 0.0106       | 0.1369       | 0.0275       | 0.0797       | 7.7560      
237          | 0.9984       | 1.0000       | 1.0000       | 0.0726       | 0.0143       | 0.1670       | 0.0305       | 0.0864       | 8.0043      
238          | 0.8557       | 0.9936       | 1.0000       | 0.1293       | 0.0457       | 0.2877       | 0.0522       | 0.1545       | 12.7184     
239          | 0.9842       | 0.9999       | 1.0000       | 0.0833       | 0.0203       | 0.2158       | 0.0351       | 0.1020       | 9.9512      
